Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
7.86,0.00,0.00000000,129.44,77.32,0.08320000,0.03402587,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
8.13,0.00,0.00000000,125.78,79.01,0.08240000,0.03547168,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
8.43,0.00,0.00000000,122.07,80.46,0.08120000,0.03718279,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
8.70,0.00,0.00000000,116.90,79.85,0.07820000,0.03756009,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
9.00,0.00,0.00000000,112.89,80.58,0.07620000,0.03898153,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
9.25,0.00,0.00000000,110.49,82.10,0.07460000,0.04040841,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
9.49,0.00,0.00000000,108.46,83.54,0.07360000,0.04160577,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
9.78,0.00,0.00000000,107.82,84.25,0.07160000,0.04267833,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
10.06,0.00,0.00000000,102.30,82.06,0.06960000,0.04363302,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
10.34,0.00,0.00000000,97.48,80.84,0.06800000,0.04467662,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
10.56,0.00,0.00000000,97.13,81.22,0.06640000,0.04564033,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
10.83,0.00,0.00000000,96.27,82.01,0.06440000,0.04631026,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
11.06,0.00,0.00000000,91.80,81.05,0.06240000,0.04688539,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
11.29,0.00,0.00000000,88.51,81.37,0.06120000,0.04769235,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
11.58,0.00,0.00000000,87.75,82.01,0.05840000,0.04708970,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
11.83,0.00,0.00000000,85.27,82.74,0.05660000,0.04756511,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
12.07,0.00,0.00000000,82.34,83.12,0.05440000,0.04758823,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
12.29,0.00,0.00000000,79.19,83.19,0.05220000,0.04750958,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
12.55,0.00,0.00000000,75.32,82.28,0.05040000,0.04774767,Status: Off Contact,Status: Off Contact,Sesuai
12.82,0.00,0.00000000,71.74,81.59,0.04880000,0.04806828,Status: Off Contact,Status: Off Contact,Sesuai
13.08,0.00,0.00000000,69.94,82.16,0.04720000,0.04833384,Status: Off Contact,Status: Off Contact,Sesuai
13.31,0.00,0.00000000,69.46,82.50,0.04540000,0.04838223,Status: Off Contact,Status: Off Contact,Sesuai
13.54,0.00,0.00000000,68.30,83.06,0.04300000,0.04759202,Status: Off Contact,Status: Off Contact,Sesuai
13.77,0.00,0.00000000,65.28,82.74,0.04040000,0.04630162,Status: Off Contact,Status: Off Contact,Sesuai
14.06,0.00,0.00000000,61.18,80.77,0.03960000,0.04664590,Status: Off Contact,Status: Off Contact,Sesuai
14.29,0.00,0.00000000,56.25,76.73,0.03760000,0.04615452,Status: Off Contact,Status: Off Contact,Sesuai
14.53,0.00,0.00000000,54.09,76.77,0.03620000,0.04621212,Status: Off Contact,Status: Off Contact,Sesuai
14.75,0.00,0.00000000,52.41,77.01,0.03360000,0.04448640,Status: Off Contact,Status: Off Contact,Sesuai
14.99,0.00,0.00000000,49.67,76.39,0.03140000,0.04335943,Status: Off Contact,Status: Off Contact,Sesuai
15.23,0.00,0.00000000,49.51,76.48,0.02880000,0.04121359,Status: Off Contact,Status: Off Contact,Sesuai
15.53,0.00,0.00000000,44.91,72.29,0.02800000,0.04137632,Status: Off Contact,Status: Off Contact,Sesuai
15.76,0.00,0.00000000,42.96,72.16,0.02540000,0.03889524,Status: Off Contact,Status: Off Contact,Sesuai
16.05,0.00,0.00000000,41.55,72.30,0.02420000,0.03873448,Status: Off Contact,Status: Off Contact,Sesuai
16.33,0.00,0.00000000,40.28,72.46,0.02200000,0.03687818,Status: Off Contact,Status: Off Contact,Sesuai
16.56,0.00,0.00000000,39.71,72.66,0.02100000,0.03678315,Status: Off Contact,Status: Off Contact,Sesuai
16.81,0.00,0.00000000,38.52,72.81,0.01980000,0.03646862,Status: Off Contact,Status: Off Contact,Sesuai
17.04,0.00,0.00000000,34.32,68.73,0.01920000,0.03654258,Status: Off Contact,Status: Off Contact,Sesuai
17.34,0.00,0.00000000,29.90,63.50,0.01800000,0.03616628,Status: Off Contact,Status: Off Contact,Sesuai
17.63,0.00,0.00000000,27.59,62.43,0.01640000,0.03514314,Status: Off Contact,Status: Off Contact,Sesuai
17.93,0.00,0.00000000,24.17,59.07,0.01480000,0.03401411,Status: Off Contact,Status: Off Contact,Sesuai
