Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
15.52,0.00,0.00000000,118.59,98.53,0.06340000,0.05046226,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
15.77,0.00,0.00000000,118.01,99.15,0.06220000,0.05123632,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
16.04,0.00,0.00000000,116.18,100.45,0.06020000,0.05167166,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
16.31,0.00,0.00000000,113.79,101.76,0.05960000,0.05219042,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
16.61,0.00,0.00000000,108.22,100.20,0.05660000,0.05120976,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
16.84,0.00,0.00000000,106.51,101.29,0.05500000,0.05170106,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
17.10,0.00,0.00000000,104.14,102.36,0.05280000,0.05165424,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
17.33,0.00,0.00000000,102.28,103.39,0.05100000,0.05189412,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
17.58,0.00,0.00000000,98.64,103.72,0.05040000,0.05230526,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
17.82,0.00,0.00000000,95.39,104.21,0.04760000,0.05116874,Status: Off Contact,Status: Off Contact,Sesuai
18.06,0.00,0.00000000,91.55,104.12,0.04480000,0.04984937,Status: Off Contact,Status: Off Contact,Sesuai
18.31,0.00,0.00000000,88.34,104.42,0.04320000,0.04997759,Status: Off Contact,Status: Off Contact,Sesuai
18.56,0.00,0.00000000,84.77,104.33,0.04100000,0.04940648,Status: Off Contact,Status: Off Contact,Sesuai
18.79,0.00,0.00000000,80.57,103.42,0.03960000,0.04955643,Status: Off Contact,Status: Off Contact,Sesuai
19.02,0.00,0.00000000,77.63,103.59,0.03840000,0.04977389,Status: Off Contact,Status: Off Contact,Sesuai
19.24,0.00,0.00000000,72.60,101.09,0.03560000,0.04788152,Status: Off Contact,Status: Off Contact,Sesuai
19.46,0.00,0.00000000,68.89,100.27,0.03280000,0.04574014,Status: Off Contact,Status: Off Contact,Sesuai
19.71,0.00,0.00000000,67.90,100.70,0.03200000,0.04595650,Status: Off Contact,Status: Off Contact,Sesuai
19.96,0.00,0.00000000,66.27,101.13,0.03060000,0.04584365,Status: Off Contact,Status: Off Contact,Sesuai
20.23,0.00,0.00000000,62.28,99.72,0.02920000,0.04568764,Status: Off Contact,Status: Off Contact,Sesuai
20.46,0.00,0.00000000,59.11,99.14,0.02620000,0.04246834,Status: Off Contact,Status: Off Contact,Sesuai
20.73,0.00,0.00000000,59.08,99.16,0.02400000,0.04089010,Status: Off Contact,Status: Off Contact,Sesuai
21.01,0.00,0.00000000,55.52,98.02,0.02160000,0.03864505,Status: Off Contact,Status: Off Contact,Sesuai
21.27,0.00,0.00000000,49.55,91.96,0.02000000,0.03784178,Status: Off Contact,Status: Off Contact,Sesuai
21.52,0.00,0.00000000,45.90,90.20,0.01880000,0.03750413,Status: Off Contact,Status: Off Contact,Sesuai
21.76,0.00,0.00000000,43.68,89.94,0.01680000,0.03574577,Status: Off Contact,Status: Off Contact,Sesuai
21.98,0.00,0.00000000,40.29,88.32,0.01400000,0.03117691,Status: Off Contact,Status: Off Contact,Sesuai
22.27,0.00,0.00000000,37.79,87.65,0.01300000,0.03080584,Status: Off Contact,Status: Off Contact,Sesuai
22.53,0.00,0.00000000,33.69,84.47,0.01220000,0.03061307,Status: Off Contact,Status: Off Contact,Sesuai
22.76,0.00,0.00000000,30.56,82.73,0.00960000,0.02560937,Status: Off Contact,Status: Off Contact,Sesuai
23.00,0.00,0.00000000,25.61,76.80,0.00860000,0.02498079,Status: Off Contact,Status: Off Contact,Sesuai
23.22,0.00,0.00000000,25.32,76.87,0.00800000,0.02481935,Status: Off Contact,Status: Off Contact,Sesuai
23.48,0.00,0.00000000,19.34,66.25,0.00660000,0.02320431,Status: Off Contact,Status: Off Contact,Sesuai
23.75,0.00,0.00000000,15.18,60.57,0.00500000,0.02071232,Status: Off Contact,Status: Off Contact,Sesuai
24.04,0.00,0.00000000,9.28,45.53,0.00400000,0.01969772,Status: Off Contact,Status: Off Contact,Sesuai
24.27,0.00,0.00000000,4.86,33.99,0.00180000,0.01260000,Status: Off Contact,Status: Off Contact,Sesuai
24.55,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
24.80,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
25.04,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
25.27,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
25.52,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
25.79,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
