Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
12.59,0.00,0.00000000,121.76,108.50,0.06720000,0.05261331,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
12.87,0.00,0.00000000,118.76,109.75,0.06520000,0.05322556,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
13.11,0.00,0.00000000,116.11,110.98,0.06240000,0.05289839,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
13.35,0.00,0.00000000,114.44,112.08,0.06100000,0.05360037,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
13.58,0.00,0.00000000,110.18,112.30,0.06000000,0.05425864,Status: Off Contact,Status: Off Contact,Sesuai
13.80,0.00,0.00000000,104.26,110.13,0.05820000,0.05472440,Status: Off Contact,Status: Off Contact,Sesuai
14.07,0.00,0.00000000,98.83,108.43,0.05660000,0.05523079,Status: Off Contact,Status: Off Contact,Sesuai
14.37,0.00,0.00000000,95.19,108.63,0.05600000,0.05567764,Status: Off Contact,Status: Off Contact,Sesuai
14.60,0.00,0.00000000,89.20,105.40,0.05360000,0.05545304,Status: Off Contact,Status: Off Contact,Sesuai
14.86,0.00,0.00000000,83.45,102.23,0.05140000,0.05535377,Status: Off Contact,Status: Off Contact,Sesuai
15.14,0.00,0.00000000,83.33,102.32,0.04840000,0.05397629,Status: Off Contact,Status: Off Contact,Sesuai
15.38,0.00,0.00000000,81.41,102.96,0.04660000,0.05405960,Status: Off Contact,Status: Off Contact,Sesuai
15.67,0.00,0.00000000,78.97,103.42,0.04600000,0.05440588,Status: Off Contact,Status: Off Contact,Sesuai
15.93,0.00,0.00000000,78.95,103.43,0.04440000,0.05455859,Status: Off Contact,Status: Off Contact,Sesuai
16.19,0.00,0.00000000,73.27,99.76,0.04260000,0.05450908,Status: Off Contact,Status: Off Contact,Sesuai
16.47,0.00,0.00000000,71.34,100.22,0.04100000,0.05456189,Status: Off Contact,Status: Off Contact,Sesuai
16.72,0.00,0.00000000,66.86,98.28,0.03820000,0.05297886,Status: Off Contact,Status: Off Contact,Sesuai
16.98,0.00,0.00000000,66.65,98.41,0.03620000,0.05249343,Status: Off Contact,Status: Off Contact,Sesuai
17.28,0.00,0.00000000,66.06,98.72,0.03340000,0.05058102,Status: Off Contact,Status: Off Contact,Sesuai
17.56,0.00,0.00000000,61.67,96.67,0.03220000,0.05064741,Status: Off Contact,Status: Off Contact,Sesuai
17.79,0.00,0.00000000,59.77,96.92,0.02920000,0.04795164,Status: Off Contact,Status: Off Contact,Sesuai
18.02,0.00,0.00000000,55.02,93.87,0.02720000,0.04703361,Status: Off Contact,Status: Off Contact,Sesuai
18.30,0.00,0.00000000,51.08,91.95,0.02440000,0.04432426,Status: Off Contact,Status: Off Contact,Sesuai
18.59,0.00,0.00000000,45.20,85.40,0.02160000,0.04124852,Status: Off Contact,Status: Off Contact,Sesuai
18.88,0.00,0.00000000,42.98,85.10,0.02000000,0.04049691,Status: Off Contact,Status: Off Contact,Sesuai
19.10,0.00,0.00000000,38.55,81.39,0.01740000,0.03740642,Status: Off Contact,Status: Off Contact,Sesuai
19.40,0.00,0.00000000,34.94,78.97,0.01580000,0.03639176,Status: Off Contact,Status: Off Contact,Sesuai
19.67,0.00,0.00000000,29.02,69.75,0.01300000,0.03182766,Status: Off Contact,Status: Off Contact,Sesuai
19.91,0.00,0.00000000,26.56,68.54,0.01160000,0.03081298,Status: Off Contact,Status: Off Contact,Sesuai
20.17,0.00,0.00000000,23.18,65.53,0.01060000,0.03035852,Status: Off Contact,Status: Off Contact,Sesuai
20.41,0.00,0.00000000,20.86,64.26,0.00820000,0.02605302,Status: Off Contact,Status: Off Contact,Sesuai
20.69,0.00,0.00000000,16.88,59.06,0.00740000,0.02567567,Status: Off Contact,Status: Off Contact,Sesuai
20.96,0.00,0.00000000,14.06,56.35,0.00580000,0.02350234,Status: Off Contact,Status: Off Contact,Sesuai
21.21,0.00,0.00000000,10.07,49.77,0.00340000,0.01692454,Status: Off Contact,Status: Off Contact,Sesuai
21.45,0.00,0.00000000,4.38,30.64,0.00200000,0.01400000,Status: Off Contact,Status: Off Contact,Sesuai
21.71,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
21.98,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
22.27,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
22.57,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
22.84,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
23.07,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
23.33,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
23.57,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
