Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
13.26,267.74,0.05000000,163.99,88.71,0.07860000,0.03405936,Status: Arc Flash,Status: Normal,Tidak Sesuai
13.53,266.34,0.05000000,169.14,87.00,0.07840000,0.03419708,Status: Arc Flash,Status: Normal,Tidak Sesuai
13.82,265.97,0.05000000,172.21,87.65,0.07880000,0.03374255,Status: Arc Flash,Status: Normal,Tidak Sesuai
14.09,266.70,0.05000000,176.73,86.57,0.07780000,0.03384021,Status: Arc Flash,Status: Normal,Tidak Sesuai
14.34,266.52,0.05000000,180.02,86.80,0.07600000,0.03286335,Status: Arc Flash,Status: Normal,Tidak Sesuai
14.61,266.10,0.05000000,183.06,87.10,0.07500000,0.03287856,Status: Normal,Status: Normal,Sesuai
14.84,266.03,0.05000000,186.82,86.54,0.07440000,0.03305511,Status: Normal,Status: Normal,Sesuai
15.07,266.04,0.05000000,191.66,84.03,0.07300000,0.03257299,Status: Normal,Status: Normal,Sesuai
15.33,265.72,0.05000000,194.79,83.82,0.07300000,0.03257299,Status: Normal,Status: Normal,Sesuai
15.56,266.70,0.05000000,195.06,84.03,0.07140000,0.03168659,Status: Normal,Status: Normal,Sesuai
15.83,266.29,0.05000000,196.62,84.61,0.07120000,0.03178931,Status: Normal,Status: Normal,Sesuai
16.12,265.73,0.05000000,201.37,81.65,0.07040000,0.03180943,Status: Normal,Status: Normal,Sesuai
16.38,266.11,0.05000000,206.25,78.00,0.06900000,0.03112876,Status: Normal,Status: Normal,Sesuai
16.68,266.46,0.05000000,208.02,78.34,0.06920000,0.03097354,Status: Normal,Status: Normal,Sesuai
16.97,266.06,0.05000000,208.74,78.71,0.06820000,0.03076947,Status: Normal,Status: Normal,Sesuai
17.24,267.39,0.05000000,208.47,78.48,0.06780000,0.03087329,Status: Normal,Status: Normal,Sesuai
17.51,266.10,0.05000000,210.89,78.35,0.06600000,0.02918904,Status: Normal,Status: Normal,Sesuai
17.76,265.39,0.05000000,212.32,78.68,0.06420000,0.02728296,Status: Normal,Status: Normal,Sesuai
18.04,265.57,0.05000000,213.85,78.96,0.06360000,0.02725876,Status: Normal,Status: Normal,Sesuai
18.27,266.79,0.05000000,214.36,79.21,0.06180000,0.02503518,Status: Normal,Status: Normal,Sesuai
18.51,266.27,0.05000000,217.51,78.08,0.06120000,0.02495115,Status: Normal,Status: Normal,Sesuai
18.75,266.86,0.05000000,220.59,76.92,0.06140000,0.02482015,Status: Normal,Status: Normal,Sesuai
19.02,266.29,0.05000000,225.54,71.55,0.06140000,0.02482015,Status: Normal,Status: Normal,Sesuai
19.26,266.72,0.05000000,225.42,71.48,0.06080000,0.02472570,Status: Normal,Status: Normal,Sesuai
19.53,265.27,0.05000000,226.16,71.69,0.05940000,0.02327316,Status: Normal,Status: Normal,Sesuai
19.79,266.94,0.05000000,226.42,71.82,0.05840000,0.02257078,Status: Normal,Status: Normal,Sesuai
20.06,266.08,0.05000000,226.91,72.00,0.05840000,0.02257078,Status: Normal,Status: Normal,Sesuai
20.32,265.69,0.05000000,228.77,71.78,0.05860000,0.02245084,Status: Normal,Status: Normal,Sesuai
20.55,266.36,0.05000000,232.52,68.68,0.05880000,0.02232846,Status: Normal,Status: Normal,Sesuai
20.78,266.84,0.05000000,236.76,63.94,0.05780000,0.02156757,Status: Normal,Status: Normal,Sesuai
21.07,267.13,0.05000000,236.53,63.81,0.05800000,0.02144761,Status: Normal,Status: Normal,Sesuai
21.35,266.16,0.05000000,236.55,63.82,0.05760000,0.02140654,Status: Normal,Status: Normal,Sesuai
21.63,266.09,0.05000000,238.14,63.54,0.05720000,0.02135790,Status: Normal,Status: Normal,Sesuai
21.88,266.48,0.05000000,241.53,60.35,0.05560000,0.01867190,Status: Normal,Status: Normal,Sesuai
22.15,266.21,0.05000000,245.67,54.55,0.05520000,0.01857310,Status: Normal,Status: Normal,Sesuai
22.38,267.34,0.05000000,248.63,51.53,0.05520000,0.01857310,Status: Normal,Status: Normal,Sesuai
22.60,266.47,0.05000000,253.01,42.80,0.05340000,0.01408687,Status: Normal,Status: Normal,Sesuai
22.88,266.55,0.05000000,254.56,41.85,0.05300000,0.01389244,Status: Normal,Status: Normal,Sesuai
23.11,266.59,0.05000000,256.98,38.89,0.05200000,0.01216553,Status: Normal,Status: Normal,Sesuai
23.41,265.68,0.05000000,257.19,38.91,0.05160000,0.01189285,Status: Normal,Status: Normal,Sesuai
