Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
10.33,110.65,0.10000000,155.25,83.61,0.09340000,0.03496341,Status: Arc Flash,Status: Arc Flash,Sesuai
10.56,38.10,0.05000000,151.52,84.59,0.09380000,0.03434472,Status: Arc Flash,Status: Arc Flash,Sesuai
10.83,293.55,0.03000000,153.88,86.84,0.09360000,0.03468487,Status: Arc Flash,Status: Arc Flash,Sesuai
11.09,14.43,0.07000000,148.95,87.61,0.09220000,0.03419298,Status: Arc Flash,Status: Arc Flash,Sesuai
11.37,142.97,0.11000000,148.53,87.59,0.09220000,0.03419298,Status: Arc Flash,Status: Arc Flash,Sesuai
11.61,222.87,0.15000000,150.55,88.12,0.09360000,0.03508618,Status: Arc Flash,Status: Arc Flash,Sesuai
11.88,106.40,0.10000000,149.68,88.33,0.09280000,0.03446970,Status: Arc Flash,Status: Arc Flash,Sesuai
12.11,266.64,0.05000000,154.65,87.79,0.09180000,0.03496799,Status: Arc Flash,Status: Normal,Tidak Sesuai
12.37,266.90,0.05000000,158.17,88.68,0.09180000,0.03496799,Status: Arc Flash,Status: Normal,Tidak Sesuai
12.62,266.82,0.05000000,158.17,88.69,0.09040000,0.03521136,Status: Arc Flash,Status: Normal,Tidak Sesuai
12.84,266.78,0.05000000,161.28,89.71,0.08840000,0.03460405,Status: Arc Flash,Status: Normal,Tidak Sesuai
13.08,266.77,0.05000000,163.76,90.88,0.08760000,0.03501771,Status: Arc Flash,Status: Normal,Tidak Sesuai
13.33,266.69,0.05000000,163.22,90.18,0.08680000,0.03540847,Status: Arc Flash,Status: Normal,Tidak Sesuai
13.60,266.86,0.05000000,164.94,91.32,0.08620000,0.03577094,Status: Arc Flash,Status: Normal,Tidak Sesuai
13.82,266.09,0.05000000,165.63,91.94,0.08460000,0.03556459,Status: Arc Flash,Status: Normal,Tidak Sesuai
14.09,266.16,0.05000000,169.67,91.83,0.08480000,0.03534063,Status: Arc Flash,Status: Normal,Tidak Sesuai
14.34,265.61,0.05000000,169.39,91.52,0.08320000,0.03506793,Status: Arc Flash,Status: Normal,Tidak Sesuai
14.62,266.50,0.05000000,169.84,91.94,0.08140000,0.03440988,Status: Arc Flash,Status: Normal,Tidak Sesuai
14.91,266.99,0.05000000,171.03,92.80,0.08180000,0.03392285,Status: Arc Flash,Status: Normal,Tidak Sesuai
15.16,266.48,0.05000000,171.68,93.34,0.08220000,0.03342394,Status: Arc Flash,Status: Normal,Tidak Sesuai
15.43,266.07,0.05000000,175.37,93.35,0.08100000,0.03348134,Status: Arc Flash,Status: Normal,Tidak Sesuai
15.69,266.35,0.05000000,179.60,92.59,0.08020000,0.03373366,Status: Arc Flash,Status: Normal,Tidak Sesuai
15.94,266.32,0.05000000,179.86,92.82,0.07860000,0.03322710,Status: Arc Flash,Status: Normal,Tidak Sesuai
16.23,266.13,0.05000000,179.89,92.85,0.07840000,0.03336825,Status: Arc Flash,Status: Normal,Tidak Sesuai
16.52,266.20,0.05000000,184.53,91.24,0.07840000,0.03336825,Status: Normal,Status: Normal,Sesuai
16.80,266.83,0.05000000,185.70,91.92,0.07680000,0.03276828,Status: Normal,Status: Normal,Sesuai
17.03,266.65,0.05000000,186.50,92.44,0.07600000,0.03292416,Status: Normal,Status: Normal,Sesuai
17.29,266.47,0.05000000,188.03,93.12,0.07600000,0.03292416,Status: Normal,Status: Normal,Sesuai
17.57,266.65,0.05000000,188.94,93.66,0.07620000,0.03273469,Status: Normal,Status: Normal,Sesuai
17.84,266.97,0.05000000,190.09,94.25,0.07560000,0.03293387,Status: Normal,Status: Normal,Sesuai
18.10,266.24,0.05000000,193.17,94.17,0.07520000,0.03312039,Status: Normal,Status: Normal,Sesuai
18.37,267.33,0.05000000,198.17,91.31,0.07440000,0.03323612,Status: Normal,Status: Normal,Sesuai
18.62,265.75,0.05000000,200.36,91.58,0.07420000,0.03335206,Status: Normal,Status: Normal,Sesuai
18.85,266.48,0.05000000,200.62,91.75,0.07380000,0.03351955,Status: Normal,Status: Normal,Sesuai
19.10,266.40,0.05000000,202.59,92.09,0.07340000,0.03368145,Status: Normal,Status: Normal,Sesuai
19.36,266.82,0.05000000,204.66,92.34,0.07200000,0.03316625,Status: Normal,Status: Normal,Sesuai
19.62,266.22,0.05000000,209.50,89.06,0.07060000,0.03258282,Status: Normal,Status: Normal,Sesuai
19.87,265.99,0.05000000,210.39,89.39,0.06960000,0.03243208,Status: Normal,Status: Normal,Sesuai
20.12,266.72,0.05000000,215.09,85.99,0.06800000,0.03136877,Status: Normal,Status: Normal,Sesuai
20.37,266.63,0.05000000,216.14,86.29,0.06720000,0.03130751,Status: Normal,Status: Normal,Sesuai
20.65,267.05,0.05000000,217.59,86.53,0.06540000,0.02961148,Status: Normal,Status: Normal,Sesuai
20.90,267.37,0.05000000,220.05,86.16,0.06340000,0.02710055,Status: Normal,Status: Normal,Sesuai
21.15,266.40,0.05000000,223.76,84.05,0.06320000,0.02716174,Status: Normal,Status: Normal,Sesuai
21.39,265.96,0.05000000,227.30,82.01,0.06160000,0.02548411,Status: Normal,Status: Normal,Sesuai
21.62,266.35,0.05000000,226.82,81.70,0.06100000,0.02539685,Status: Normal,Status: Normal,Sesuai
21.87,265.57,0.05000000,231.15,77.81,0.05940000,0.02344440,Status: Normal,Status: Normal,Sesuai
22.12,265.68,0.05000000,234.99,74.61,0.05780000,0.02119340,Status: Normal,Status: Normal,Sesuai
22.36,265.30,0.05000000,237.69,73.20,0.05720000,0.02097999,Status: Normal,Status: Normal,Sesuai
22.61,266.37,0.05000000,242.62,66.34,0.05600000,0.01959592,Status: Normal,Status: Normal,Sesuai
22.84,266.84,0.05000000,247.73,57.60,0.05520000,0.01899895,Status: Normal,Status: Normal,Sesuai
23.11,266.42,0.05000000,250.84,54.22,0.05420000,0.01789860,Status: Normal,Status: Normal,Sesuai
23.36,267.24,0.05000000,255.43,44.93,0.05420000,0.01789860,Status: Normal,Status: Normal,Sesuai
23.65,267.09,0.05000000,254.90,44.63,0.05460000,0.01757384,Status: Normal,Status: Normal,Sesuai
23.90,266.82,0.05000000,259.94,28.52,0.05420000,0.01744592,Status: Normal,Status: Normal,Sesuai
24.13,266.71,0.05000000,262.42,23.11,0.05300000,0.01552417,Status: Normal,Status: Normal,Sesuai
24.37,267.51,0.05000000,263.31,22.42,0.05100000,0.00700000,Status: Normal,Status: Normal,Sesuai
