Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
14.29,273.09,0.11000000,78.00,104.12,0.04160000,0.04871796,Status: Arc Flash,Status: Arc Flash,Sesuai
14.52,123.81,0.11000000,80.47,103.71,0.04380000,0.04927028,Status: Arc Flash,Status: Arc Flash,Sesuai
14.74,80.31,0.07000000,82.08,103.07,0.04520000,0.04899959,Status: Arc Flash,Status: Arc Flash,Sesuai
14.97,146.57,0.10000000,85.01,102.78,0.04720000,0.04915445,Status: Arc Flash,Status: Arc Flash,Sesuai
15.27,231.10,0.11000000,89.63,104.04,0.04940000,0.04945341,Status: Arc Flash,Status: Arc Flash,Sesuai
15.53,163.20,0.10000000,92.90,103.74,0.05140000,0.04943723,Status: Arc Flash,Status: Arc Flash,Sesuai
15.76,139.81,0.13000000,95.69,103.08,0.05400000,0.05007994,Status: Arc Flash,Status: Arc Flash,Sesuai
16.03,43.04,0.12000000,96.55,102.45,0.05640000,0.05030944,Status: Arc Flash,Status: Arc Flash,Sesuai
16.31,56.40,0.06000000,97.68,101.69,0.05760000,0.04966125,Status: Arc Flash,Status: Arc Flash,Sesuai
16.57,297.33,0.14000000,103.63,104.46,0.06040000,0.05027763,Status: Arc Flash,Status: Arc Flash,Sesuai
16.84,292.17,0.12000000,109.47,106.65,0.06280000,0.05020120,Status: Arc Flash,Status: Arc Flash,Sesuai
17.11,52.93,0.08000000,110.53,105.82,0.06440000,0.04944330,Status: Arc Flash,Status: Arc Flash,Sesuai
17.35,52.10,0.09000000,111.57,104.98,0.06620000,0.04869867,Status: Arc Flash,Status: Arc Flash,Sesuai
17.62,257.89,0.09000000,116.73,105.70,0.06800000,0.04787484,Status: Arc Flash,Status: Arc Flash,Sesuai
17.90,51.74,0.04000000,117.76,104.80,0.06880000,0.04705911,Status: Arc Flash,Status: Arc Flash,Sesuai
18.12,203.35,0.13000000,121.83,104.10,0.07140000,0.04677649,Status: Arc Flash,Status: Arc Flash,Sesuai
18.35,95.01,0.08000000,123.73,102.72,0.07300000,0.04566180,Status: Arc Flash,Status: Arc Flash,Sesuai
18.63,124.27,0.08000000,126.22,101.18,0.07460000,0.04446167,Status: Arc Flash,Status: Arc Flash,Sesuai
18.90,72.21,0.08000000,127.66,99.88,0.07620000,0.04316897,Status: Arc Flash,Status: Arc Flash,Sesuai
19.18,45.53,0.09000000,128.57,98.91,0.07800000,0.04180909,Status: Arc Flash,Status: Arc Flash,Sesuai
19.47,26.68,0.12000000,129.11,98.29,0.08040000,0.04069201,Status: Arc Flash,Status: Arc Flash,Sesuai
19.73,204.85,0.12000000,133.20,97.08,0.08280000,0.03939746,Status: Arc Flash,Status: Arc Flash,Sesuai
19.99,13.97,0.14000000,133.48,96.72,0.08560000,0.03837499,Status: Arc Flash,Status: Arc Flash,Sesuai
20.26,166.64,0.07000000,136.82,94.92,0.08700000,0.03645545,Status: Arc Flash,Status: Arc Flash,Sesuai
20.52,35.59,0.06000000,137.53,94.02,0.08820000,0.03450739,Status: Arc Flash,Status: Arc Flash,Sesuai
20.75,177.33,0.05000000,141.07,92.09,0.08920000,0.03260920,Status: Arc Flash,Status: Arc Flash,Sesuai
